seed	classification	layout_id	rank_cells	count	total	frequency
0	straight	mask_037d	0,2,3,4,5,6,8,9	6320	18815065	0.00033590104525283332
0	straight	mask_037e	1,2,3,4,5,6,8,9	23362	18815065	0.0012416645916450461
0	straight	mask_039f	0,1,2,3,4,7,8,9	4628	18815065	0.00024597310718830893
0	straight	mask_03af	0,1,2,3,5,7,8,9	29106	18815065	0.0015469518707482541
0	straight	mask_03b7	0,1,2,4,5,7,8,9	4052	18815065	0.00021535934103868363
0	straight	mask_03bb	0,1,3,4,5,7,8,9	55	18815065	2.9231894760926948e-06
0	straight	mask_03bd	0,2,3,4,5,7,8,9	269	18815065	1.4297053983071543e-05
0	straight	mask_03be	1,2,3,4,5,7,8,9	805	18815065	4.2784864150083992e-05
0	straight	mask_03cf	0,1,2,3,6,7,8,9	23656	18815065	0.0012572903681172508
0	straight	mask_03d7	0,1,2,4,6,7,8,9	685	18815065	3.640699620224538e-05
0	straight	mask_03db	0,1,3,4,6,7,8,9	119	18815065	6.3247190482732853e-06
0	straight	mask_03dd	0,2,3,4,6,7,8,9	11	18815065	5.8463789521853896e-07
0	straight	mask_03de	1,2,3,4,6,7,8,9	429	18815065	2.2800877913523019e-05
0	straight	mask_03e7	0,1,2,5,6,7,8,9	9642	18815065	0.00051246168960883203
0	straight	mask_03eb	0,1,3,5,6,7,8,9	947	18815065	5.0332007888359676e-05
0	straight	mask_03ed	0,2,3,5,6,7,8,9	1066	18815065	5.665672693663296e-05
0	straight	mask_03ee	1,2,3,5,6,7,8,9	2223	18815065	0.0001181500037337102
0	straight	mask_03f3	0,1,4,5,6,7,8,9	4999	18815065	0.00026569134892704332
0	straight	mask_03f5	0,2,4,5,6,7,8,9	2362	18815065	0.0001255377007732899
0	straight	mask_03f6	1,2,4,5,6,7,8,9	16947	18815065	0.00090071440093350726
0	straight	mask_03f9	0,3,4,5,6,7,8,9	171	18815065	9.0884618256700151e-06
0	straight	mask_03fa	1,3,4,5,6,7,8,9	777	18815065	4.1296694962254979e-05
0	straight	mask_03fc	2,3,4,5,6,7,8,9	1019	18815065	5.4158728657062841e-05
0	straight	mask_053f	0,1,2,3,4,5,8,10	25271	18815065	0.0013431258409152453
0	straight	mask_055f	0,1,2,3,4,6,8,10	2560	18815065	0.00013606118288722361
0	straight	mask_056f	0,1,2,3,5,6,8,10	10020	18815065	0.00053255197364452365
0	straight	mask_0577	0,1,2,4,5,6,8,10	6739	18815065	0.00035817043417070313
0	straight	mask_057b	0,1,3,4,5,6,8,10	1712	18815065	9.0990916055830795e-05
0	straight	mask_057d	0,2,3,4,5,6,8,10	446	18815065	2.3704409206133488e-05
0	straight	mask_057e	1,2,3,4,5,6,8,10	3464	18815065	0.00018410778809427444
0	straight	mask_059f	0,1,2,3,4,7,8,10	188	18815065	9.9919931182804848e-06
0	straight	mask_05af	0,1,2,3,5,7,8,10	4393	18815065	0.00023348311579045834
0	straight	mask_05b7	0,1,2,4,5,7,8,10	223	18815065	1.1852204603066744e-05
0	straight	mask_05bb	0,1,3,4,5,7,8,10	12	18815065	6.3778679478386071e-07
0	straight	mask_05bd	0,2,3,4,5,7,8,10	13	18815065	6.9093569434918247e-07
0	straight	mask_05be	1,2,3,4,5,7,8,10	180	18815065	9.56680192175791e-06
