seed	classification	layout_id	rank_cells	count	total	frequency
1	block2x2	mask_107f	0,1,2,3,4,5,6,12	91321	31609540	0.0028890328679253164
1	block2x2	mask_10bf	0,1,2,3,4,5,7,12	5113	31609540	0.00016175496384952139
1	block2x2	mask_10df	0,1,2,3,4,6,7,12	10411	31609540	0.00032936259116709703
1	block2x2	mask_10ef	0,1,2,3,5,6,7,12	38011	31609540	0.0012025167085633007
1	block2x2	mask_10f7	0,1,2,4,5,6,7,12	17121	31609540	0.00054164027695436246
1	block2x2	mask_10fb	0,1,3,4,5,6,7,12	1613	31609540	5.102889823768394e-05
1	block2x2	mask_10fd	0,2,3,4,5,6,7,12	1002	31609540	3.1699290783731745e-05
1	block2x2	mask_10fe	1,2,3,4,5,6,7,12	38863	31609540	0.0012294705965350966
1	block2x2	mask_113f	0,1,2,3,4,5,8,12	69955	31609540	0.0022130976913931682
1	block2x2	mask_115f	0,1,2,3,4,6,8,12	13396	31609540	0.00042379610712462123
1	block2x2	mask_116f	0,1,2,3,5,6,8,12	15866	31609540	0.00050193707342783222
1	block2x2	mask_117b	0,1,3,4,5,6,8,12	72465	31609540	0.0022925040984462285
1	block2x2	mask_117d	0,2,3,4,5,6,8,12	4784	31609540	0.00015134671368200866
1	block2x2	mask_117e	1,2,3,4,5,6,8,12	11479	31609540	0.00036314985918808055
1	block2x2	mask_119f	0,1,2,3,4,7,8,12	1567	31609540	4.9573641375356933e-05
1	block2x2	mask_11af	0,1,2,3,5,7,8,12	1847	31609540	5.8431726624303929e-05
1	block2x2	mask_11b7	0,1,2,4,5,7,8,12	44573	31609540	0.001410112263576123
1	block2x2	mask_11bb	0,1,3,4,5,7,8,12	675	31609540	2.1354312653711507e-05
1	block2x2	mask_11bd	0,2,3,4,5,7,8,12	357	31609540	1.1294058692407419e-05
1	block2x2	mask_11be	1,2,3,4,5,7,8,12	673	31609540	2.1291040616219027e-05
1	block2x2	mask_11cf	0,1,2,3,6,7,8,12	2130	31609540	6.7384719929489644e-05
1	block2x2	mask_11d7	0,1,2,4,6,7,8,12	3403	31609540	0.00010765737179345223
1	block2x2	mask_11db	0,1,3,4,6,7,8,12	852	31609540	2.6953887971795856e-05
1	block2x2	mask_11dd	0,2,3,4,6,7,8,12	9	31609540	2.8472416871615339e-07
1	block2x2	mask_11de	1,2,3,4,6,7,8,12	2643	31609540	8.361399754631038e-05
1	block2x2	mask_11e7	0,1,2,5,6,7,8,12	3608	31609540	0.00011414275563643128
1	block2x2	mask_11eb	0,1,3,5,6,7,8,12	372	31609540	1.1768598973601007e-05
1	block2x2	mask_11ed	0,2,3,5,6,7,8,12	2780	31609540	8.7948132114545167e-05
1	block2x2	mask_11ee	1,2,3,5,6,7,8,12	12184	31609540	0.00038545325240417922
1	block2x2	mask_11f3	0,1,4,5,6,7,8,12	32575	31609540	0.0010305433106587443
1	block2x2	mask_11f5	0,2,4,5,6,7,8,12	1650	31609540	5.2199430931294791e-05
1	block2x2	mask_11f6	1,2,4,5,6,7,8,12	4719	31609540	0.0001492903724635031
1	block2x2	mask_11f9	0,3,4,5,6,7,8,12	115	31609540	3.638142155817516e-06
1	block2x2	mask_11fa	1,3,4,5,6,7,8,12	455	31609540	1.4394388529538867e-05
1	block2x2	mask_11fc	2,3,4,5,6,7,8,12	2852	31609540	9.0225925464274399e-05
1	block2x2	mask_125f	0,1,2,3,4,6,9,12	3602	31609540	0.00011395293952395384
1	block2x2	mask_126f	0,1,2,3,5,6,9,12	13597	31609540	0.00043015494689261534
1	block2x2	mask_127b	0,1,3,4,5,6,9,12	8613	31609540	0.00027248102946135884
1	block2x2	mask_127d	0,2,3,4,5,6,9,12	1744	31609540	5.5173216693441282e-05
1	block2x2	mask_127e	1,2,3,4,5,6,9,12	8964	31609540	0.00028358527204128879
1	block2x2	mask_129f	0,1,2,3,4,7,9,12	437	31609540	1.3824940192106561e-05
1	block2x2	mask_12af	0,1,2,3,5,7,9,12	1440	31609540	4.5555866994584544e-05
1	block2x2	mask_12b7	0,1,2,4,5,7,9,12	20393	31609540	0.00064515333029205736
1	block2x2	mask_12bb	0,1,3,4,5,7,9,12	139	31609540	4.397406605727258e-06
1	block2x2	mask_12bd	0,2,3,4,5,7,9,12	360	31609540	1.1388966748646136e-05
1	block2x2	mask_12be	1,2,3,4,5,7,9,12	1133	31609540	3.5843609239489094e-05
1	block2x2	mask_12cf	0,1,2,3,6,7,9,12	3731	31609540	0.00011803398594221871
1	block2x2	mask_12d7	0,1,2,4,6,7,9,12	894	31609540	2.8282600759137906e-05
1	block2x2	mask_12db	0,1,3,4,6,7,9,12	146	31609540	4.6188587369509336e-06
1	block2x2	mask_12dd	0,2,3,4,6,7,9,12	36	31609540	1.1388966748646136e-06
1	block2x2	mask_12de	1,2,3,4,6,7,9,12	3264	31609540	0.00010325996518772497
1	block2x2	mask_12e7	0,1,2,5,6,7,9,12	4311	31609540	0.00013638287681503748
1	block2x2	mask_12eb	0,1,3,5,6,7,9,12	409	31609540	1.293913166721186e-05
1	block2x2	mask_12ed	0,2,3,5,6,7,9,12	4732	31609540	0.00014970164070720422
1	block2x2	mask_12ee	1,2,3,5,6,7,9,12	36403	31609540	0.0011516459904193481
1	block2x2	mask_12f3	0,1,4,5,6,7,9,12	11634	31609540	0.00036805344209374765
1	block2x2	mask_12f5	0,2,4,5,6,7,9,12	568	31609540	1.7969258647863903e-05
1	block2x2	mask_12f6	1,2,4,5,6,7,9,12	2971	31609540	9.399061169507686e-05
1	block2x2	mask_12f9	0,3,4,5,6,7,9,12	34	31609540	1.0756246373721351e-06
1	block2x2	mask_12fa	1,3,4,5,6,7,9,12	188	31609540	5.9475715242929828e-06
1	block2x2	mask_12fc	2,3,4,5,6,7,9,12	1430	31609540	4.5239506807122153e-05
1	block2x2	mask_134f	0,1,2,3,6,8,9,12	126	31609540	3.9861383620261478e-06
1	block2x2	mask_135e	1,2,3,4,6,8,9,12	361	31609540	1.1420602767392376e-05
1	block2x2	mask_136d	0,2,3,5,6,8,9,12	621	31609540	1.9645967641414586e-05
1	block2x2	mask_136e	1,2,3,5,6,8,9,12	2302	31609540	7.2826115153842798e-05
1	block2x2	mask_138f	0,1,2,3,7,8,9,12	27	31609540	8.5417250614846022e-07
1	block2x2	mask_1397	0,1,2,4,7,8,9,12	912	31609540	2.8852049096570211e-05
1	block2x2	mask_139b	0,1,3,4,7,8,9,12	12	31609540	3.7963222495487124e-07
1	block2x2	mask_139d	0,2,3,4,7,8,9,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_139e	1,2,3,4,7,8,9,12	29	31609540	9.1744454364093882e-07
1	block2x2	mask_13a7	0,1,2,5,7,8,9,12	903	31609540	2.8567324927854059e-05
1	block2x2	mask_13ab	0,1,3,5,7,8,9,12	4	31609540	1.2654407498495707e-07
1	block2x2	mask_13ad	0,2,3,5,7,8,9,12	505	31609540	1.5976189466850829e-05
1	block2x2	mask_13ae	1,2,3,5,7,8,9,12	184	31609540	5.821027449308025e-06
1	block2x2	mask_13b3	0,1,4,5,7,8,9,12	67865	31609540	0.002146978412213528
1	block2x2	mask_13b5	0,2,4,5,7,8,9,12	4667	31609540	0.00014764529948869867
1	block2x2	mask_13b6	1,2,4,5,7,8,9,12	3243	31609540	0.00010259560879405395
1	block2x2	mask_13b9	0,3,4,5,7,8,9,12	25	31609540	7.9090046865598173e-07
1	block2x2	mask_13ba	1,3,4,5,7,8,9,12	23	31609540	7.2762843116350312e-07
1	block2x2	mask_13bc	2,3,4,5,7,8,9,12	73	31609540	2.3094293684754668e-06
1	block2x2	mask_13c7	0,1,2,6,7,8,9,12	46	31609540	1.4552568623270062e-06
1	block2x2	mask_13cb	0,1,3,6,7,8,9,12	9	31609540	2.8472416871615339e-07
1	block2x2	mask_13cd	0,2,3,6,7,8,9,12	88	31609540	2.7839696496690555e-06
1	block2x2	mask_13ce	1,2,3,6,7,8,9,12	634	31609540	2.0057235885115695e-05
1	block2x2	mask_13d3	0,1,4,6,7,8,9,12	1321	31609540	4.1791180763782076e-05
1	block2x2	mask_13d5	0,2,4,6,7,8,9,12	98	31609540	3.1003298371314484e-06
1	block2x2	mask_13d6	1,2,4,6,7,8,9,12	227	31609540	7.1813762553963135e-06
1	block2x2	mask_13d9	0,3,4,6,7,8,9,12	4	31609540	1.2654407498495707e-07
1	block2x2	mask_13da	1,3,4,6,7,8,9,12	90	31609540	2.847241687161534e-06
1	block2x2	mask_13dc	2,3,4,6,7,8,9,12	18	31609540	5.6944833743230678e-07
1	block2x2	mask_13e3	0,1,5,6,7,8,9,12	1812	31609540	5.7324465968185554e-05
1	block2x2	mask_13e5	0,2,5,6,7,8,9,12	609	31609540	1.9266335416459715e-05
1	block2x2	mask_13e6	1,2,5,6,7,8,9,12	2239	31609540	7.0833045972829728e-05
1	block2x2	mask_13e9	0,3,5,6,7,8,9,12	42	31609540	1.3287127873420493e-06
1	block2x2	mask_13ea	1,3,5,6,7,8,9,12	99	31609540	3.1319658558776877e-06
1	block2x2	mask_13ec	2,3,5,6,7,8,9,12	1013	31609540	3.2047286989940378e-05
1	block2x2	mask_13f1	0,4,5,6,7,8,9,12	7502	31609540	0.00023733341263428698
1	block2x2	mask_13f2	1,4,5,6,7,8,9,12	5653	31609540	0.00017883841397249058
1	block2x2	mask_13f4	2,4,5,6,7,8,9,12	1422	31609540	4.4986418657152239e-05
1	block2x2	mask_13f8	3,4,5,6,7,8,9,12	160	31609540	5.061762999398283e-06
1	block2x2	mask_143f	0,1,2,3,4,5,10,12	3841	31609540	0.00012151394800430503
1	block2x2	mask_145f	0,1,2,3,4,6,10,12	961	31609540	3.0402214015135937e-05
1	block2x2	mask_146f	0,1,2,3,5,6,10,12	1410	31609540	4.4606786432197365e-05
1	block2x2	mask_147b	0,1,3,4,5,6,10,12	3434	31609540	0.00010863808837458564
1	block2x2	mask_147d	0,2,3,4,5,6,10,12	132	31609540	4.1759544745035833e-06
1	block2x2	mask_147e	1,2,3,4,5,6,10,12	2098	31609540	6.6372367329609988e-05
1	block2x2	mask_149f	0,1,2,3,4,7,10,12	56	31609540	1.7716170497893989e-06
1	block2x2	mask_14af	0,1,2,3,5,7,10,12	62	31609540	1.9614331622668346e-06
1	block2x2	mask_14b7	0,1,2,4,5,7,10,12	1078	31609540	3.4103628208445931e-05
1	block2x2	mask_14bb	0,1,3,4,5,7,10,12	19	31609540	6.0108435617854613e-07
1	block2x2	mask_14bd	0,2,3,4,5,7,10,12	21	31609540	6.6435639367102463e-07
1	block2x2	mask_14be	1,2,3,4,5,7,10,12	123	31609540	3.89123030578743e-06
1	block2x2	mask_14cf	0,1,2,3,6,7,10,12	2245	31609540	7.1022862085307151e-05
1	block2x2	mask_14d7	0,1,2,4,6,7,10,12	186	31609540	5.8842994868005035e-06
1	block2x2	mask_14db	0,1,3,4,6,7,10,12	167	31609540	5.2832151306219578e-06
1	block2x2	mask_14dd	0,2,3,4,6,7,10,12	16	31609540	5.0617629993982828e-07
1	block2x2	mask_14de	1,2,3,4,6,7,10,12	3846	31609540	0.00012167212809803623
1	block2x2	mask_14e7	0,1,2,5,6,7,10,12	620	31609540	1.9614331622668347e-05
1	block2x2	mask_14eb	0,1,3,5,6,7,10,12	139	31609540	4.397406605727258e-06
1	block2x2	mask_14ed	0,2,3,5,6,7,10,12	1261	31609540	3.9893019639007718e-05
1	block2x2	mask_14ee	1,2,3,5,6,7,10,12	13553	31609540	0.00042876296206778081
1	block2x2	mask_14f3	0,1,4,5,6,7,10,12	1781	31609540	5.6343749387052133e-05
1	block2x2	mask_14f5	0,2,4,5,6,7,10,12	42	31609540	1.3287127873420493e-06
1	block2x2	mask_14f6	1,2,4,5,6,7,10,12	819	31609540	2.5909899353169962e-05
1	block2x2	mask_14f9	0,3,4,5,6,7,10,12	25	31609540	7.9090046865598173e-07
1	block2x2	mask_14fa	1,3,4,5,6,7,10,12	157	31609540	4.9668549431595653e-06
1	block2x2	mask_14fc	2,3,4,5,6,7,10,12	915	31609540	2.894695715280893e-05
1	block2x2	mask_151f	0,1,2,3,4,8,10,12	616	31609540	1.948778754768339e-05
1	block2x2	mask_152f	0,1,2,3,5,8,10,12	439	31609540	1.3888212229599039e-05
1	block2x2	mask_153e	1,2,3,4,5,8,10,12	393	31609540	1.2432955367272032e-05
1	block2x2	mask_154f	0,1,2,3,6,8,10,12	81	31609540	2.5625175184453808e-06
1	block2x2	mask_155b	0,1,3,4,6,8,10,12	2473	31609540	7.823587435944971e-05
1	block2x2	mask_155d	0,2,3,4,6,8,10,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_155e	1,2,3,4,6,8,10,12	112	31609540	3.5432340995787979e-06
1	block2x2	mask_156b	0,1,3,5,6,8,10,12	296	31609540	9.3642615488868241e-06
1	block2x2	mask_156d	0,2,3,5,6,8,10,12	104	31609540	3.2901459496088839e-06
1	block2x2	mask_156e	1,2,3,5,6,8,10,12	291	31609540	9.2060814551556271e-06
1	block2x2	mask_1579	0,3,4,5,6,8,10,12	645	31609540	2.0405232091324328e-05
1	block2x2	mask_157a	1,3,4,5,6,8,10,12	1004	31609540	3.1762562821224229e-05
1	block2x2	mask_157c	2,3,4,5,6,8,10,12	79	31609540	2.4992454809529023e-06
1	block2x2	mask_158f	0,1,2,3,7,8,10,12	4	31609540	1.2654407498495707e-07
1	block2x2	mask_1597	0,1,2,4,7,8,10,12	250	31609540	7.9090046865598171e-06
1	block2x2	mask_159b	0,1,3,4,7,8,10,12	2	31609540	6.3272037492478535e-08
1	block2x2	mask_159e	1,2,3,4,7,8,10,12	8	31609540	2.5308814996991414e-07
1	block2x2	mask_15a7	0,1,2,5,7,8,10,12	46	31609540	1.4552568623270062e-06
1	block2x2	mask_15ad	0,2,3,5,7,8,10,12	17	31609540	5.3781231868606753e-07
1	block2x2	mask_15ae	1,2,3,5,7,8,10,12	5	31609540	1.5818009373119635e-07
1	block2x2	mask_15b3	0,1,4,5,7,8,10,12	1463	31609540	4.6283495425748051e-05
1	block2x2	mask_15b5	0,2,4,5,7,8,10,12	74	31609540	2.341065387221706e-06
1	block2x2	mask_15b6	1,2,4,5,7,8,10,12	141	31609540	4.4606786432197365e-06
1	block2x2	mask_15b9	0,3,4,5,7,8,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_15ba	1,3,4,5,7,8,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_15bc	2,3,4,5,7,8,10,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_15c7	0,1,2,6,7,8,10,12	19	31609540	6.0108435617854613e-07
1	block2x2	mask_15cb	0,1,3,6,7,8,10,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_15cd	0,2,3,6,7,8,10,12	33	31609540	1.0439886186258958e-06
1	block2x2	mask_15ce	1,2,3,6,7,8,10,12	203	31609540	6.4221118054865716e-06
1	block2x2	mask_15d3	0,1,4,6,7,8,10,12	617	31609540	1.9519423566429629e-05
1	block2x2	mask_15d5	0,2,4,6,7,8,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_15d6	1,2,4,6,7,8,10,12	31	31609540	9.8071658113341732e-07
1	block2x2	mask_15d9	0,3,4,6,7,8,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_15da	1,3,4,6,7,8,10,12	13	31609540	4.1126824370111049e-07
1	block2x2	mask_15dc	2,3,4,6,7,8,10,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_15e3	0,1,5,6,7,8,10,12	181	31609540	5.7261193930693073e-06
1	block2x2	mask_15e5	0,2,5,6,7,8,10,12	39	31609540	1.2338047311033315e-06
1	block2x2	mask_15e6	1,2,5,6,7,8,10,12	278	31609540	8.794813211454516e-06
1	block2x2	mask_15e9	0,3,5,6,7,8,10,12	11	31609540	3.4799620620863194e-07
1	block2x2	mask_15ea	1,3,5,6,7,8,10,12	54	31609540	1.7083450122969204e-06
1	block2x2	mask_15ec	2,3,5,6,7,8,10,12	155	31609540	4.9035829056670868e-06
1	block2x2	mask_15f1	0,4,5,6,7,8,10,12	378	31609540	1.1958415086078444e-05
1	block2x2	mask_15f2	1,4,5,6,7,8,10,12	625	31609540	1.9772511716399543e-05
1	block2x2	mask_15f4	2,4,5,6,7,8,10,12	64	31609540	2.0247051997593131e-06
1	block2x2	mask_15f8	3,4,5,6,7,8,10,12	25	31609540	7.9090046865598173e-07
1	block2x2	mask_164f	0,1,2,3,6,9,10,12	42	31609540	1.3287127873420493e-06
1	block2x2	mask_165b	0,1,3,4,6,9,10,12	136	31609540	4.3024985494885403e-06
1	block2x2	mask_165d	0,2,3,4,6,9,10,12	20	31609540	6.3272037492478538e-07
1	block2x2	mask_165e	1,2,3,4,6,9,10,12	170	31609540	5.3781231868606755e-06
1	block2x2	mask_166b	0,1,3,5,6,9,10,12	345	31609540	1.0914426467452548e-05
1	block2x2	mask_166d	0,2,3,5,6,9,10,12	310	31609540	9.8071658113341736e-06
1	block2x2	mask_166e	1,2,3,5,6,9,10,12	1439	31609540	4.5524230975838309e-05
1	block2x2	mask_167a	1,3,4,5,6,9,10,12	529	31609540	1.6735453916760571e-05
1	block2x2	mask_167c	2,3,4,5,6,9,10,12	375	31609540	1.1863507029839726e-05
1	block2x2	mask_168f	0,1,2,3,7,9,10,12	5	31609540	1.5818009373119635e-07
1	block2x2	mask_1697	0,1,2,4,7,9,10,12	44	31609540	1.3919848248345278e-06
1	block2x2	mask_169b	0,1,3,4,7,9,10,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_169e	1,2,3,4,7,9,10,12	2	31609540	6.3272037492478535e-08
1	block2x2	mask_16a7	0,1,2,5,7,9,10,12	93	31609540	2.9421497434002517e-06
1	block2x2	mask_16ab	0,1,3,5,7,9,10,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_16ad	0,2,3,5,7,9,10,12	79	31609540	2.4992454809529023e-06
1	block2x2	mask_16ae	1,2,3,5,7,9,10,12	113	31609540	3.5748701183250371e-06
1	block2x2	mask_16b3	0,1,4,5,7,9,10,12	1540	31609540	4.8719468869208472e-05
1	block2x2	mask_16b5	0,2,4,5,7,9,10,12	61	31609540	1.9297971435205954e-06
1	block2x2	mask_16b6	1,2,4,5,7,9,10,12	177	31609540	5.5995753180843503e-06
1	block2x2	mask_16b9	0,3,4,5,7,9,10,12	4	31609540	1.2654407498495707e-07
1	block2x2	mask_16ba	1,3,4,5,7,9,10,12	12	31609540	3.7963222495487124e-07
1	block2x2	mask_16bc	2,3,4,5,7,9,10,12	22	31609540	6.9599241241726388e-07
1	block2x2	mask_16c7	0,1,2,6,7,9,10,12	50	31609540	1.5818009373119635e-06
1	block2x2	mask_16cb	0,1,3,6,7,9,10,12	19	31609540	6.0108435617854613e-07
1	block2x2	mask_16cd	0,2,3,6,7,9,10,12	265	31609540	8.3835449677534066e-06
1	block2x2	mask_16ce	1,2,3,6,7,9,10,12	1859	31609540	5.8811358849258797e-05
1	block2x2	mask_16d3	0,1,4,6,7,9,10,12	112	31609540	3.5432340995787979e-06
1	block2x2	mask_16d5	0,2,4,6,7,9,10,12	9	31609540	2.8472416871615339e-07
1	block2x2	mask_16d6	1,2,4,6,7,9,10,12	81	31609540	2.5625175184453808e-06
1	block2x2	mask_16d9	0,3,4,6,7,9,10,12	2	31609540	6.3272037492478535e-08
1	block2x2	mask_16da	1,3,4,6,7,9,10,12	38	31609540	1.2021687123570923e-06
1	block2x2	mask_16dc	2,3,4,6,7,9,10,12	122	31609540	3.8595942870411908e-06
1	block2x2	mask_16e3	0,1,5,6,7,9,10,12	902	31609540	2.853568890910782e-05
1	block2x2	mask_16e5	0,2,5,6,7,9,10,12	372	31609540	1.1768598973601007e-05
1	block2x2	mask_16e6	1,2,5,6,7,9,10,12	3089	31609540	9.7723661907133093e-05
1	block2x2	mask_16e9	0,3,5,6,7,9,10,12	41	31609540	1.29707676859581e-06
1	block2x2	mask_16ea	1,3,5,6,7,9,10,12	652	31609540	2.0626684222548003e-05
1	block2x2	mask_16ec	2,3,5,6,7,9,10,12	2415	31609540	7.6400985272167835e-05
1	block2x2	mask_16f1	0,4,5,6,7,9,10,12	525	31609540	1.6608909841775614e-05
1	block2x2	mask_16f2	1,4,5,6,7,9,10,12	1689	31609540	5.3433235662398126e-05
1	block2x2	mask_16f4	2,4,5,6,7,9,10,12	772	31609540	2.4423006472096716e-05
1	block2x2	mask_16f8	3,4,5,6,7,9,10,12	141	31609540	4.4606786432197365e-06
1	block2x2	mask_174d	0,2,3,6,8,9,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_174e	1,2,3,6,8,9,10,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_176c	2,3,5,6,8,9,10,12	113	31609540	3.5748701183250371e-06
1	block2x2	mask_1793	0,1,4,7,8,9,10,12	214	31609540	6.7701080116952033e-06
1	block2x2	mask_1795	0,2,4,7,8,9,10,12	5	31609540	1.5818009373119635e-07
1	block2x2	mask_1796	1,2,4,7,8,9,10,12	12	31609540	3.7963222495487124e-07
1	block2x2	mask_179a	1,3,4,7,8,9,10,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_17a3	0,1,5,7,8,9,10,12	116	31609540	3.6697781745637553e-06
1	block2x2	mask_17a5	0,2,5,7,8,9,10,12	22	31609540	6.9599241241726388e-07
1	block2x2	mask_17a6	1,2,5,7,8,9,10,12	32	31609540	1.0123525998796566e-06
1	block2x2	mask_17a9	0,3,5,7,8,9,10,12	2	31609540	6.3272037492478535e-08
1	block2x2	mask_17aa	1,3,5,7,8,9,10,12	7	31609540	2.2145213122367487e-07
1	block2x2	mask_17ac	2,3,5,7,8,9,10,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_17b1	0,4,5,7,8,9,10,12	1646	31609540	5.2072886856309838e-05
1	block2x2	mask_17b2	1,4,5,7,8,9,10,12	1278	31609540	4.0430831957693788e-05
1	block2x2	mask_17b4	2,4,5,7,8,9,10,12	170	31609540	5.3781231868606755e-06
1	block2x2	mask_17b8	3,4,5,7,8,9,10,12	18	31609540	5.6944833743230678e-07
1	block2x2	mask_17c3	0,1,6,7,8,9,10,12	20	31609540	6.3272037492478538e-07
1	block2x2	mask_17c5	0,2,6,7,8,9,10,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_17c6	1,2,6,7,8,9,10,12	21	31609540	6.6435639367102463e-07
1	block2x2	mask_17c9	0,3,6,7,8,9,10,12	2	31609540	6.3272037492478535e-08
1	block2x2	mask_17ca	1,3,6,7,8,9,10,12	11	31609540	3.4799620620863194e-07
1	block2x2	mask_17cc	2,3,6,7,8,9,10,12	269	31609540	8.5100890427383636e-06
1	block2x2	mask_17d1	0,4,6,7,8,9,10,12	88	31609540	2.7839696496690555e-06
1	block2x2	mask_17d2	1,4,6,7,8,9,10,12	121	31609540	3.8279582682949515e-06
1	block2x2	mask_17d4	2,4,6,7,8,9,10,12	23	31609540	7.2762843116350312e-07
1	block2x2	mask_17d8	3,4,6,7,8,9,10,12	7	31609540	2.2145213122367487e-07
1	block2x2	mask_17e1	0,5,6,7,8,9,10,12	596	31609540	1.8855067172758605e-05
1	block2x2	mask_17e2	1,5,6,7,8,9,10,12	1545	31609540	4.8877648962939668e-05
1	block2x2	mask_17e4	2,5,6,7,8,9,10,12	1040	31609540	3.2901459496088838e-05
1	block2x2	mask_17e8	3,5,6,7,8,9,10,12	93	31609540	2.9421497434002517e-06
1	block2x2	mask_183f	0,1,2,3,4,5,11,12	293	31609540	9.2693534926481056e-06
1	block2x2	mask_185f	0,1,2,3,4,6,11,12	30	31609540	9.4908056238717807e-07
1	block2x2	mask_186f	0,1,2,3,5,6,11,12	53	31609540	1.6767089935506812e-06
1	block2x2	mask_1877	0,1,2,4,5,6,11,12	1732	31609540	5.4793584468486415e-05
1	block2x2	mask_187b	0,1,3,4,5,6,11,12	129	31609540	4.0810464182648655e-06
1	block2x2	mask_187d	0,2,3,4,5,6,11,12	6	31609540	1.8981611247743562e-07
1	block2x2	mask_187e	1,2,3,4,5,6,11,12	100	31609540	3.1636018746239269e-06
1	block2x2	mask_189f	0,1,2,3,4,7,11,12	57	31609540	1.8032530685356382e-06
1	block2x2	mask_18af	0,1,2,3,5,7,11,12	31	31609540	9.8071658113341732e-07
1	block2x2	mask_18b7	0,1,2,4,5,7,11,12	160	31609540	5.061762999398283e-06
1	block2x2	mask_18bb	0,1,3,4,5,7,11,12	1	31609540	3.1636018746239268e-08
1	block2x2	mask_18bd	0,2,3,4,5,7,11,12	58	31609540	1.8348890872818776e-06
1	block2x2	mask_18be	1,2,3,4,5,7,11,12	253	31609540	8.0039127427985356e-06
1	block2x2	mask_18cf	0,1,2,3,6,7,11,12	507	31609540	1.603946150434331e-05
1	block2x2	mask_18d7	0,1,2,4,6,7,11,12	49	31609540	1.5501649185657242e-06
1	block2x2	mask_18db	0,1,3,4,6,7,11,12	10	31609540	3.1636018746239269e-07
1	block2x2	mask_18dd	0,2,3,4,6,7,11,12	7	31609540	2.2145213122367487e-07
1	block2x2	mask_18de	1,2,3,4,6,7,11,12	2142	31609540	6.7764352154444518e-05
1	block2x2	mask_18e7	0,1,2,5,6,7,11,12	64	31609540	2.0247051997593131e-06
1	block2x2	mask_18eb	0,1,3,5,6,7,11,12	7	31609540	2.2145213122367487e-07
1	block2x2	mask_18ed	0,2,3,5,6,7,11,12	321	31609540	1.0155162017542804e-05
1	block2x2	mask_18ee	1,2,3,5,6,7,11,12	5845	31609540	0.00018491252957176851
1	block2x2	mask_18f3	0,1,4,5,6,7,11,12	132	31609540	4.1759544745035833e-06
1	block2x2	mask_18f5	0,2,4,5,6,7,11,12	10	31609540	3.1636018746239269e-07
1	block2x2	mask_18f6	1,2,4,5,6,7,11,12	189	31609540	5.9792075430392221e-06
1	block2x2	mask_18f9	0,3,4,5,6,7,11,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_18fa	1,3,4,5,6,7,11,12	14	31609540	4.4290426244734973e-07
1	block2x2	mask_18fc	2,3,4,5,6,7,11,12	264	31609540	8.3519089490071665e-06
1	block2x2	mask_191f	0,1,2,3,4,8,11,12	68	31609540	2.1512492747442701e-06
1	block2x2	mask_192f	0,1,2,3,5,8,11,12	5	31609540	1.5818009373119635e-07
1	block2x2	mask_1937	0,1,2,4,5,8,11,12	410	31609540	1.29707676859581e-05
1	block2x2	mask_193b	0,1,3,4,5,8,11,12	14	31609540	4.4290426244734973e-07
1	block2x2	mask_193d	0,2,3,4,5,8,11,12	7	31609540	2.2145213122367487e-07
1	block2x2	mask_193e	1,2,3,4,5,8,11,12	15	31609540	4.7454028119358904e-07
1	block2x2	mask_194f	0,1,2,3,6,8,11,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_1957	0,1,2,4,6,8,11,12	51	31609540	1.6134369560582027e-06
1	block2x2	mask_195b	0,1,3,4,6,8,11,12	70	31609540	2.2145213122367486e-06
1	block2x2	mask_195e	1,2,3,4,6,8,11,12	4	31609540	1.2654407498495707e-07
1	block2x2	mask_1967	0,1,2,5,6,8,11,12	35	31609540	1.1072606561183743e-06
1	block2x2	mask_196b	0,1,3,5,6,8,11,12	5	31609540	1.5818009373119635e-07
1	block2x2	mask_196d	0,2,3,5,6,8,11,12	3	31609540	9.490805623871781e-08
1	block2x2	mask_196e	1,2,3,5,6,8,11,12	19	31609540	6.0108435617854613e-07
1	block2x2	mask_1973	0,1,4,5,6,8,11,12	2958	31609540	9.3579343451375758e-05
1	block2x2	mask_1975	0,2,4,5,6,8,11,12	21	31609540	6.6435639367102463e-07
1	block2x2	mask_1976	1,2,4,5,6,8,11,12	170	31609540	5.3781231868606755e-06
1	block2x2	mask_1979	0,3,4,5,6,8,11,12	9	31609540	2.8472416871615339e-07
1	block2x2	mask_197a	1,3,4,5,6,8,11,12	24	31609540	7.5926444990974248e-07
